Date,Shift,Batch ID,Plating Type,Component Type,Machine ID,Bath Temperature (°C),pH Level,Plating Time (min),Thickness (μm),Adhesion Strength (MPa),Phosphorus Content (%),Surface Roughness (Ra μm),Visual Inspection,Corrosion Test,Operator ID,Pass/Fail
2025-09-21,Shift 2,ELP1169,Electroless Nickel,Heat Sink,Tank A,87.9,4.67,70.8,23.69,12.8,7.04,0.52,Blister,Fail,TECH826,Fail
2025-09-22,Shift 1,ELP1152,Electroless Copper,PCB Panel,Tank A,64.6,4.65,75.5,11.47,12.9,,0.68,Blister,Pass,TECH590,Fail
2025-09-22,Shift 1,ELP2956,Electroless Copper,Connector Pins,Tank C,70.9,5.19,53.6,16.32,22.1,,0.99,Blister,Fail,TECH114,Pass
2025-09-22,Shift 1,ELP3233,Electroless Copper,Connector Pins,Tank B,62.6,5.07,79.9,13.61,20.1,,0.24,Pass,Fail,TECH874,Pass
2025-09-22,Shift 2,ELP1771,Electroless Copper,Valve Body,Tank B,64.3,4.96,41.0,22.48,22.2,,0.23,Dull Finish,Pass,TECH193,Pass
2025-09-22,Shift 2,ELP2556,Electroless Nickel,PCB Panel,Tank A,88.9,5.03,44.3,23.61,23.2,7.18,0.35,Pitting,Fail,TECH550,Pass
2025-09-22,Shift 2,ELP3860,Electroless Copper,Connector Pins,Tank B,71.4,5.23,86.7,24.14,12.0,,0.6,Pitting,Pass,TECH251,Fail
2025-09-23,Shift 1,ELP4904,Electroless Nickel,Gear Housing,Tank A,89.5,5.39,72.8,11.72,21.2,9.58,1.03,Blister,Fail,TECH951,Fail
2025-09-23,Shift 1,ELP9365,Electroless Nickel,Heat Sink,Tank C,85.2,4.74,44.0,18.47,18.5,9.39,0.25,Dull Finish,Pass,TECH558,Pass
2025-09-23,Shift 1,ELP8685,Electroless Nickel,Connector Pins,Tank B,92.7,5.04,89.8,24.35,11.5,8.92,0.42,Blister,Fail,TECH489,Fail
2025-09-23,Shift 2,ELP3506,Electroless Copper,Valve Body,Tank C,74.9,4.69,52.7,13.14,22.2,,0.57,Pitting,Fail,TECH157,Pass
2025-09-23,Shift 2,ELP4522,Electroless Copper,Connector Pins,Tank A,72.0,5.38,38.6,15.78,14.5,,0.68,Pass,Pass,TECH637,Fail
2025-09-23,Shift 2,ELP9259,Electroless Nickel,Connector Pins,Tank B,91.6,5.28,43.5,17.74,14.8,11.82,1.2,Blister,Pass,TECH548,Fail
2025-09-24,Shift 1,ELP8081,Electroless Nickel,Connector Pins,Tank B,86.7,5.42,79.6,14.22,19.2,7.82,0.87,Blister,Pass,TECH383,Pass
2025-09-24,Shift 1,ELP6586,Electroless Copper,Valve Body,Tank B,60.5,5.33,54.3,20.62,16.4,,0.95,Pitting,Pass,TECH252,Pass
2025-09-24,Shift 1,ELP1013,Electroless Copper,Gear Housing,Tank B,63.3,4.78,37.2,10.67,10.4,,0.85,Dull Finish,Fail,TECH699,Fail
2025-09-24,Shift 2,ELP4780,Electroless Copper,Gear Housing,Tank A,62.0,4.89,76.0,20.21,15.8,,0.85,Blister,Fail,TECH444,Pass
2025-09-24,Shift 2,ELP4742,Electroless Nickel,Gear Housing,Tank C,87.8,5.23,59.9,18.38,24.4,9.82,0.98,Blister,Fail,TECH330,Pass
2025-09-24,Shift 2,ELP6571,Electroless Nickel,Valve Body,Tank A,90.6,5.28,55.8,21.95,24.7,8.59,0.23,Pass,Fail,TECH846,Pass
2025-09-25,Shift 1,ELP6571,Electroless Nickel,Valve Body,Tank A,90.6,5.28,55.8,21.95,24.7,8.59,0.23,Pass,Fail,TECH846,Pass
2025-09-25,Shift 1,ELP8938,Electroless Copper,Heat Sink,Tank B,71.9,5.5,47.6,23.91,24.0,,0.23,Dull Finish,Fail,TECH663,Pass
2025-09-25,Shift 1,ELP5726,Electroless Nickel,PCB Panel,Tank A,89.4,4.96,81.2,22.08,21.8,10.6,0.59,Pass,Fail,TECH304,Pass
2025-09-25,Shift 2,ELP5378,Electroless Nickel,Connector Pins,Tank B,88.8,5.44,32.6,17.98,13.4,9.5,0.87,Dull Finish,Fail,TECH402,Fail
2025-09-25,Shift 2,ELP9303,Electroless Nickel,Connector Pins,Tank B,93.2,5.2,51.4,14.11,10.4,11.07,0.4,Blister,Pass,TECH217,Fail
2025-09-25,Shift 2,ELP6059,Electroless Nickel,Valve Body,Tank A,94.5,5.36,69.1,16.01,11.1,9.0,0.51,Dull Finish,Pass,TECH459,Fail
2025-09-26,Shift 1,ELP8938,Electroless Copper,Heat Sink,Tank B,71.9,5.5,47.6,23.91,24.0,,0.23,Dull Finish,Fail,TECH663,Pass
2025-09-26,Shift 1,ELP9325,Electroless Nickel,PCB Panel,Tank B,93.0,4.87,47.9,14.19,11.6,7.36,0.54,Blister,Fail,TECH575,Fail
2025-09-26,Shift 1,ELP1941,Electroless Nickel,Heat Sink,Tank C,91.9,4.97,40.2,18.29,11.7,11.68,0.54,Pass,Pass,TECH717,Fail
2025-09-26,Shift 2,ELP2153,Electroless Nickel,Heat Sink,Tank C,91.3,5.27,37.8,16.25,21.7,6.35,1.14,Dull Finish,Fail,TECH866,Pass
2025-09-26,Shift 2,ELP3878,Electroless Nickel,PCB Panel,Tank B,90.4,5.15,54.6,19.55,19.1,10.84,0.6,Pitting,Fail,TECH123,Pass
2025-09-26,Shift 2,ELP4203,Electroless Nickel,Valve Body,Tank A,88.7,5.1,35.7,12.89,10.2,7.33,0.83,Blister,Fail,TECH835,Fail
2025-09-27,Shift 1,ELP2956,Electroless Copper,Connector Pins,Tank C,70.9,5.19,53.6,16.32,22.1,,0.99,Blister,Fail,TECH114,Pass
2025-09-27,Shift 1,ELP9417,Electroless Copper,Valve Body,Tank C,63.4,5.37,51.7,14.59,13.6,,0.47,Pass,Fail,TECH514,Fail
2025-09-27,Shift 1,ELP3699,Electroless Copper,PCB Panel,Tank A,61.3,4.69,85.9,23.6,23.5,,0.81,Blister,Fail,TECH360,Pass
2025-09-27,Shift 2,ELP6351,Electroless Copper,Connector Pins,Tank A,69.2,4.83,68.2,11.85,16.0,,0.72,Pass,Pass,TECH344,Fail
2025-09-27,Shift 2,ELP6269,Electroless Nickel,Gear Housing,Tank A,94.3,4.56,84.9,24.58,17.0,11.86,0.47,Dull Finish,Fail,TECH469,Pass
2025-09-27,Shift 2,ELP3252,Electroless Copper,Heat Sink,Tank A,62.5,5.33,61.3,19.63,14.8,,0.74,Dull Finish,Pass,TECH455,Fail
2025-09-28,Shift 1,ELP9318,Electroless Nickel,Gear Housing,Tank C,88.8,4.7,72.0,10.71,23.8,6.41,0.36,Blister,Pass,TECH660,Fail
2025-09-28,Shift 1,ELP6960,Electroless Copper,Heat Sink,Tank A,73.1,4.71,67.7,16.23,13.1,,0.79,Pass,Pass,TECH865,Fail
2025-09-28,Shift 1,ELP5217,Electroless Nickel,Valve Body,Tank B,85.6,5.37,71.1,10.19,21.3,11.96,0.82,Pass,Fail,TECH928,Fail
2025-09-28,Shift 2,ELP3044,Electroless Copper,PCB Panel,Tank A,62.5,5.04,77.0,11.15,13.6,,1.11,Blister,Pass,TECH914,Fail
2025-09-28,Shift 2,ELP1510,Electroless Nickel,Heat Sink,Tank A,91.2,4.91,61.3,13.52,21.2,11.68,0.93,Pass,Pass,TECH625,Pass
2025-09-28,Shift 2,ELP7036,Electroless Nickel,PCB Panel,Tank B,92.7,5.47,41.8,22.76,21.2,10.57,0.79,Blister,Fail,TECH182,Pass
2025-09-29,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-09-29,Shift 1,ELP9086,Electroless Copper,Heat Sink,Tank B,70.5,5.33,58.0,16.89,11.2,,0.73,Blister,Fail,TECH820,Fail
2025-09-29,Shift 1,ELP7976,Electroless Copper,Gear Housing,Tank B,70.9,5.32,82.2,14.02,23.3,,0.57,Blister,Pass,TECH772,Pass
2025-09-29,Shift 2,ELP2833,Electroless Copper,Valve Body,Tank B,62.3,5.49,57.6,11.99,11.7,,0.87,Pass,Fail,TECH817,Fail
2025-09-29,Shift 2,ELP5492,Electroless Copper,Valve Body,Tank A,63.5,4.63,58.3,17.75,13.2,,0.92,Pitting,Fail,TECH837,Fail
2025-09-29,Shift 2,ELP5378,Electroless Nickel,Connector Pins,Tank B,88.8,5.44,32.6,17.98,13.4,9.5,0.87,Dull Finish,Fail,TECH402,Fail
2025-09-30,Shift 1,ELP1169,Electroless Nickel,Heat Sink,Tank A,87.9,4.67,70.8,23.69,12.8,7.04,0.52,Blister,Fail,TECH826,Fail
2025-09-30,Shift 1,ELP7568,Electroless Copper,PCB Panel,Tank A,70.7,4.51,83.4,11.23,22.5,,1.02,Blister,Pass,TECH119,Fail
2025-09-30,Shift 1,ELP2415,Electroless Nickel,Connector Pins,Tank A,88.3,4.99,61.0,10.4,24.4,10.05,0.49,Dull Finish,Pass,TECH355,Fail
2025-09-30,Shift 2,ELP7969,Electroless Copper,Gear Housing,Tank B,63.7,5.01,37.6,17.78,17.3,,1.19,Blister,Pass,TECH279,Pass
2025-09-30,Shift 2,ELP4541,Electroless Copper,PCB Panel,Tank A,71.3,4.99,67.0,10.45,22.1,,0.34,Dull Finish,Pass,TECH193,Fail
2025-09-30,Shift 2,ELP3937,Electroless Nickel,Heat Sink,Tank B,89.3,4.79,57.6,13.62,11.1,6.17,0.96,Pitting,Pass,TECH898,Fail
2025-10-01,Shift 1,ELP9086,Electroless Copper,Heat Sink,Tank B,70.5,5.33,58.0,16.89,11.2,,0.73,Blister,Fail,TECH820,Fail
2025-10-01,Shift 1,ELP2956,Electroless Copper,Connector Pins,Tank C,70.9,5.19,53.6,16.32,22.1,,0.99,Blister,Fail,TECH114,Pass
2025-10-01,Shift 1,ELP4541,Electroless Copper,PCB Panel,Tank A,71.3,4.99,67.0,10.45,22.1,,0.34,Dull Finish,Pass,TECH193,Fail
2025-10-01,Shift 2,ELP6586,Electroless Copper,Valve Body,Tank B,60.5,5.33,54.3,20.62,16.4,,0.95,Pitting,Pass,TECH252,Pass
2025-10-01,Shift 2,ELP2257,Electroless Copper,Valve Body,Tank B,71.7,4.88,32.2,18.24,15.0,,1.15,Blister,Fail,TECH697,Pass
2025-10-01,Shift 2,ELP4522,Electroless Copper,Connector Pins,Tank A,72.0,5.38,38.6,15.78,14.5,,0.68,Pass,Pass,TECH637,Fail
2025-10-02,Shift 1,ELP8473,Electroless Nickel,Gear Housing,Tank C,89.6,4.77,72.9,13.29,22.3,6.61,0.59,Blister,Fail,TECH460,Pass
2025-10-02,Shift 1,ELP4216,Electroless Copper,Connector Pins,Tank B,68.9,4.92,44.7,17.65,11.4,,0.58,Pass,Pass,TECH809,Fail
2025-10-02,Shift 1,ELP9420,Electroless Copper,PCB Panel,Tank A,67.9,4.63,49.6,16.59,23.4,,0.51,Dull Finish,Pass,TECH610,Pass
2025-10-02,Shift 2,ELP9633,Electroless Nickel,Heat Sink,Tank C,85.1,4.59,43.2,11.39,14.5,6.06,0.82,Blister,Pass,TECH332,Fail
2025-10-02,Shift 2,ELP6657,Electroless Copper,Heat Sink,Tank C,62.6,4.71,73.7,19.34,16.5,,0.21,Pass,Pass,TECH530,Pass
2025-10-02,Shift 2,ELP8938,Electroless Copper,Heat Sink,Tank B,71.9,5.5,47.6,23.91,24.0,,0.23,Dull Finish,Fail,TECH663,Pass
2025-10-03,Shift 1,ELP2257,Electroless Copper,Valve Body,Tank B,71.7,4.88,32.2,18.24,15.0,,1.15,Blister,Fail,TECH697,Pass
2025-10-03,Shift 1,ELP5250,Electroless Copper,Connector Pins,Tank A,72.6,5.23,83.9,13.69,16.6,,0.64,Pass,Fail,TECH134,Pass
2025-10-03,Shift 1,ELP2163,Electroless Copper,PCB Panel,Tank B,63.7,4.51,84.1,12.26,18.9,,0.32,Blister,Fail,TECH597,Pass
2025-10-03,Shift 2,ELP3937,Electroless Nickel,Heat Sink,Tank B,89.3,4.79,57.6,13.62,11.1,6.17,0.96,Pitting,Pass,TECH898,Fail
2025-10-03,Shift 2,ELP4689,Electroless Copper,Connector Pins,Tank B,64.0,5.24,88.9,10.55,15.8,,0.97,Pass,Fail,TECH383,Fail
2025-10-03,Shift 2,ELP2623,Electroless Copper,Gear Housing,Tank A,69.8,5.1,64.7,21.53,23.6,,0.35,Dull Finish,Fail,TECH568,Pass
2025-10-04,Shift 1,ELP8099,Electroless Copper,Gear Housing,Tank A,64.9,4.65,54.1,15.28,19.5,,0.56,Dull Finish,Pass,TECH496,Pass
2025-10-04,Shift 1,ELP3074,Electroless Nickel,Valve Body,Tank C,91.7,4.51,44.4,10.75,18.7,6.47,0.99,Pitting,Pass,TECH275,Fail
2025-10-04,Shift 1,ELP7279,Electroless Nickel,Connector Pins,Tank C,89.6,5.19,32.5,15.53,14.9,9.24,0.85,Dull Finish,Fail,TECH253,Fail
2025-10-04,Shift 2,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-10-04,Shift 2,ELP2833,Electroless Copper,Valve Body,Tank B,62.3,5.49,57.6,11.99,11.7,,0.87,Pass,Fail,TECH817,Fail
2025-10-04,Shift 2,ELP9318,Electroless Nickel,Gear Housing,Tank C,88.8,4.7,72.0,10.71,23.8,6.41,0.36,Blister,Pass,TECH660,Fail
2025-10-05,Shift 1,ELP4904,Electroless Nickel,Gear Housing,Tank A,89.5,5.39,72.8,11.72,21.2,9.58,1.03,Blister,Fail,TECH951,Fail
2025-10-05,Shift 1,ELP2851,Electroless Nickel,PCB Panel,Tank C,91.3,4.85,38.7,10.95,14.0,9.48,0.83,Pass,Fail,TECH844,Fail
2025-10-05,Shift 1,ELP4767,Electroless Copper,Gear Housing,Tank C,70.8,5.42,44.4,22.81,16.3,,0.44,Blister,Pass,TECH381,Pass
2025-10-05,Shift 2,ELP8685,Electroless Nickel,Connector Pins,Tank B,92.7,5.04,89.8,24.35,11.5,8.92,0.42,Blister,Fail,TECH489,Fail
2025-10-05,Shift 2,ELP8276,Electroless Copper,Connector Pins,Tank A,68.9,5.27,36.9,11.92,15.2,,1.08,Blister,Pass,TECH508,Fail
2025-10-05,Shift 2,ELP8574,Electroless Copper,Connector Pins,Tank A,62.2,4.91,60.7,20.63,22.0,,0.66,Pass,Pass,TECH936,Pass
2025-10-06,Shift 1,ELP7036,Electroless Nickel,PCB Panel,Tank B,92.7,5.47,41.8,22.76,21.2,10.57,0.79,Blister,Fail,TECH182,Pass
2025-10-06,Shift 1,ELP4780,Electroless Copper,Gear Housing,Tank A,62.0,4.89,76.0,20.21,15.8,,0.85,Blister,Fail,TECH444,Pass
2025-10-06,Shift 1,ELP3034,Electroless Nickel,PCB Panel,Tank A,92.6,5.13,70.9,22.33,18.4,9.28,0.91,Pitting,Fail,TECH789,Pass
2025-10-06,Shift 2,ELP7726,Electroless Nickel,Heat Sink,Tank C,92.6,4.97,64.4,13.63,15.8,8.69,0.34,Pass,Fail,TECH568,Pass
2025-10-06,Shift 2,ELP4339,Electroless Nickel,Valve Body,Tank A,87.2,5.28,49.8,20.19,24.3,7.46,0.27,Blister,Pass,TECH961,Pass
2025-10-06,Shift 2,ELP5378,Electroless Nickel,Connector Pins,Tank B,88.8,5.44,32.6,17.98,13.4,9.5,0.87,Dull Finish,Fail,TECH402,Fail
2025-10-07,Shift 1,ELP3860,Electroless Copper,Connector Pins,Tank B,71.4,5.23,86.7,24.14,12.0,,0.6,Pitting,Pass,TECH251,Fail
2025-10-07,Shift 1,ELP9097,Electroless Copper,Connector Pins,Tank C,63.8,5.5,65.5,12.89,15.0,,0.39,Pass,Fail,TECH505,Pass
2025-10-07,Shift 1,ELP3034,Electroless Nickel,PCB Panel,Tank A,92.6,5.13,70.9,22.33,18.4,9.28,0.91,Pitting,Fail,TECH789,Pass
2025-10-07,Shift 2,ELP5430,Electroless Copper,PCB Panel,Tank C,62.3,4.86,40.6,18.02,12.7,,0.82,Blister,Pass,TECH530,Fail
2025-10-07,Shift 2,ELP8597,Electroless Nickel,Gear Housing,Tank A,91.3,5.4,52.6,23.01,11.6,10.15,1.03,Pass,Fail,TECH967,Fail
2025-10-07,Shift 2,ELP3252,Electroless Copper,Heat Sink,Tank A,62.5,5.33,61.3,19.63,14.8,,0.74,Dull Finish,Pass,TECH455,Fail
2025-10-08,Shift 1,ELP3233,Electroless Copper,Connector Pins,Tank B,62.6,5.07,79.9,13.61,20.1,,0.24,Pass,Fail,TECH874,Pass
2025-10-08,Shift 1,ELP5631,Electroless Copper,Connector Pins,Tank B,73.6,4.58,38.8,23.86,16.6,,0.76,Blister,Pass,TECH955,Pass
2025-10-08,Shift 1,ELP1261,Electroless Copper,Connector Pins,Tank C,63.7,5.07,47.8,10.3,24.5,,0.82,Blister,Pass,TECH889,Fail
2025-10-08,Shift 2,ELP8473,Electroless Nickel,Gear Housing,Tank C,89.6,4.77,72.9,13.29,22.3,6.61,0.59,Blister,Fail,TECH460,Pass
2025-10-08,Shift 2,ELP2415,Electroless Nickel,Connector Pins,Tank A,88.3,4.99,61.0,10.4,24.4,10.05,0.49,Dull Finish,Pass,TECH355,Fail
2025-10-08,Shift 2,ELP4103,Electroless Nickel,Valve Body,Tank C,92.6,4.94,72.8,22.42,24.9,7.43,1.13,Pass,Fail,TECH119,Pass
2025-10-09,Shift 1,ELP9365,Electroless Nickel,Heat Sink,Tank C,85.2,4.74,44.0,18.47,18.5,9.39,0.25,Dull Finish,Pass,TECH558,Pass
2025-10-09,Shift 1,ELP9420,Electroless Copper,PCB Panel,Tank A,67.9,4.63,49.6,16.59,23.4,,0.51,Dull Finish,Pass,TECH610,Pass
2025-10-09,Shift 1,ELP2833,Electroless Copper,Valve Body,Tank B,62.3,5.49,57.6,11.99,11.7,,0.87,Pass,Fail,TECH817,Fail
2025-10-09,Shift 2,ELP9420,Electroless Copper,PCB Panel,Tank A,67.9,4.63,49.6,16.59,23.4,,0.51,Dull Finish,Pass,TECH610,Pass
2025-10-09,Shift 2,ELP7887,Electroless Nickel,Connector Pins,Tank C,89.2,5.2,44.7,20.49,18.2,10.83,0.96,Pitting,Fail,TECH131,Pass
2025-10-09,Shift 2,ELP4742,Electroless Nickel,Gear Housing,Tank C,87.8,5.23,59.9,18.38,24.4,9.82,0.98,Blister,Fail,TECH330,Pass
2025-10-10,Shift 1,ELP8338,Electroless Copper,PCB Panel,Tank B,72.4,5.24,86.8,24.8,14.1,,1.17,Blister,Pass,TECH312,Fail
2025-10-10,Shift 1,ELP6345,Electroless Copper,Heat Sink,Tank C,69.3,5.24,58.6,16.87,21.0,,1.07,Pitting,Fail,TECH587,Pass
2025-10-10,Shift 1,ELP8081,Electroless Nickel,Connector Pins,Tank B,86.7,5.42,79.6,14.22,19.2,7.82,0.87,Blister,Pass,TECH383,Pass
2025-10-10,Shift 2,ELP6872,Electroless Nickel,Valve Body,Tank C,91.1,4.51,56.6,22.39,11.2,7.23,0.61,Dull Finish,Pass,TECH850,Fail
2025-10-10,Shift 2,ELP1013,Electroless Copper,Gear Housing,Tank B,63.3,4.78,37.2,10.67,10.4,,0.85,Dull Finish,Fail,TECH699,Fail
2025-10-10,Shift 2,ELP3878,Electroless Nickel,PCB Panel,Tank B,90.4,5.15,54.6,19.55,19.1,10.84,0.6,Pitting,Fail,TECH123,Pass
2025-10-11,Shift 1,ELP2623,Electroless Copper,Gear Housing,Tank A,69.8,5.1,64.7,21.53,23.6,,0.35,Dull Finish,Fail,TECH568,Pass
2025-10-11,Shift 1,ELP3833,Electroless Copper,Valve Body,Tank B,72.7,5.13,50.8,17.18,18.7,,0.53,Dull Finish,Pass,TECH522,Pass
2025-10-11,Shift 1,ELP9318,Electroless Nickel,Gear Housing,Tank C,88.8,4.7,72.0,10.71,23.8,6.41,0.36,Blister,Pass,TECH660,Fail
2025-10-11,Shift 2,ELP7279,Electroless Nickel,Connector Pins,Tank C,89.6,5.19,32.5,15.53,14.9,9.24,0.85,Dull Finish,Fail,TECH253,Fail
2025-10-11,Shift 2,ELP2144,Electroless Nickel,Heat Sink,Tank C,90.9,4.83,69.7,18.51,24.6,10.93,0.74,Pass,Pass,TECH752,Pass
2025-10-11,Shift 2,ELP2868,Electroless Nickel,Connector Pins,Tank B,88.1,5.17,62.7,10.53,17.4,10.37,1.09,Pitting,Pass,TECH613,Fail
2025-10-12,Shift 1,ELP1022,Electroless Nickel,Connector Pins,Tank B,86.4,5.09,76.1,17.36,21.9,9.74,0.89,Pass,Fail,TECH469,Pass
2025-10-12,Shift 1,ELP2761,Electroless Copper,Gear Housing,Tank C,72.4,4.73,57.3,16.84,14.4,,0.96,Dull Finish,Pass,TECH574,Fail
2025-10-12,Shift 1,ELP2479,Electroless Nickel,PCB Panel,Tank C,88.7,5.02,32.2,10.08,10.9,11.13,1.04,Blister,Pass,TECH162,Fail
2025-10-12,Shift 2,ELP4611,Electroless Nickel,Gear Housing,Tank A,88.6,4.76,55.3,16.11,20.0,9.64,0.48,Dull Finish,Fail,TECH312,Pass
2025-10-12,Shift 2,ELP4103,Electroless Nickel,Valve Body,Tank C,92.6,4.94,72.8,22.42,24.9,7.43,1.13,Pass,Fail,TECH119,Pass
2025-10-12,Shift 2,ELP8338,Electroless Copper,PCB Panel,Tank B,72.4,5.24,86.8,24.8,14.1,,1.17,Blister,Pass,TECH312,Fail
2025-10-13,Shift 1,ELP8750,Electroless Copper,Connector Pins,Tank B,64.2,5.0,37.4,16.99,19.9,,0.3,Dull Finish,Pass,TECH618,Pass
2025-10-13,Shift 1,ELP8750,Electroless Copper,Connector Pins,Tank B,64.2,5.0,37.4,16.99,19.9,,0.3,Dull Finish,Pass,TECH618,Pass
2025-10-13,Shift 1,ELP3833,Electroless Copper,Valve Body,Tank B,72.7,5.13,50.8,17.18,18.7,,0.53,Dull Finish,Pass,TECH522,Pass
2025-10-13,Shift 2,ELP6383,Electroless Nickel,Connector Pins,Tank A,92.9,4.97,74.0,10.56,12.9,10.87,0.54,Blister,Pass,TECH648,Fail
2025-10-13,Shift 2,ELP6699,Electroless Copper,Gear Housing,Tank B,70.9,5.0,30.0,16.02,18.8,,0.46,Pass,Pass,TECH930,Pass
2025-10-13,Shift 2,ELP5643,Electroless Copper,Gear Housing,Tank A,67.2,5.13,84.5,23.54,24.5,,0.51,Pass,Fail,TECH339,Pass
2025-10-14,Shift 1,ELP5803,Electroless Copper,Valve Body,Tank B,72.6,5.47,73.0,19.23,11.3,,0.94,Blister,Fail,TECH692,Fail
2025-10-14,Shift 1,ELP3460,Electroless Copper,PCB Panel,Tank B,63.9,4.62,88.8,14.8,14.5,,0.52,Dull Finish,Pass,TECH480,Fail
2025-10-14,Shift 1,ELP2317,Electroless Copper,Gear Housing,Tank C,73.0,4.93,61.4,13.36,19.6,,0.25,Pitting,Fail,TECH482,Pass
2025-10-14,Shift 2,ELP9420,Electroless Copper,PCB Panel,Tank A,67.9,4.63,49.6,16.59,23.4,,0.51,Dull Finish,Pass,TECH610,Pass
2025-10-14,Shift 2,ELP1152,Electroless Copper,PCB Panel,Tank A,64.6,4.65,75.5,11.47,12.9,,0.68,Blister,Pass,TECH590,Fail
2025-10-14,Shift 2,ELP5631,Electroless Copper,Connector Pins,Tank B,73.6,4.58,38.8,23.86,16.6,,0.76,Blister,Pass,TECH955,Pass
2025-10-15,Shift 1,ELP1839,Electroless Copper,Connector Pins,Tank B,66.9,4.71,31.4,20.36,20.4,,0.65,Pitting,Pass,TECH305,Pass
2025-10-15,Shift 1,ELP7123,Electroless Copper,Gear Housing,Tank B,72.6,5.18,44.6,16.3,12.7,,0.52,Dull Finish,Pass,TECH921,Fail
2025-10-15,Shift 1,ELP4339,Electroless Nickel,Valve Body,Tank A,87.2,5.28,49.8,20.19,24.3,7.46,0.27,Blister,Pass,TECH961,Pass
2025-10-15,Shift 2,ELP6351,Electroless Copper,Connector Pins,Tank A,69.2,4.83,68.2,11.85,16.0,,0.72,Pass,Pass,TECH344,Fail
2025-10-15,Shift 2,ELP6346,Electroless Nickel,Valve Body,Tank A,89.0,5.21,74.5,21.18,15.1,11.75,0.45,Pass,Fail,TECH366,Pass
2025-10-15,Shift 2,ELP6872,Electroless Nickel,Valve Body,Tank C,91.1,4.51,56.6,22.39,11.2,7.23,0.61,Dull Finish,Pass,TECH850,Fail
2025-10-16,Shift 1,ELP1909,Electroless Nickel,Gear Housing,Tank B,91.7,5.05,69.0,20.96,14.3,6.21,1.11,Pass,Pass,TECH580,Fail
2025-10-16,Shift 1,ELP7792,Electroless Nickel,Valve Body,Tank C,86.8,4.7,63.9,19.42,14.9,10.63,0.65,Dull Finish,Fail,TECH920,Fail
2025-10-16,Shift 1,ELP3117,Electroless Copper,Heat Sink,Tank A,64.9,5.41,75.2,18.47,11.1,,0.38,Pitting,Fail,TECH299,Fail
2025-10-16,Shift 2,ELP5570,Electroless Copper,Gear Housing,Tank C,65.3,5.47,47.4,10.82,14.7,,0.76,Pitting,Pass,TECH905,Fail
2025-10-16,Shift 2,ELP7123,Electroless Copper,Gear Housing,Tank B,72.6,5.18,44.6,16.3,12.7,,0.52,Dull Finish,Pass,TECH921,Fail
2025-10-16,Shift 2,ELP4522,Electroless Copper,Connector Pins,Tank A,72.0,5.38,38.6,15.78,14.5,,0.68,Pass,Pass,TECH637,Fail
2025-10-17,Shift 1,ELP7792,Electroless Nickel,Valve Body,Tank C,86.8,4.7,63.9,19.42,14.9,10.63,0.65,Dull Finish,Fail,TECH920,Fail
2025-10-17,Shift 1,ELP1259,Electroless Nickel,Valve Body,Tank B,86.2,4.64,70.3,15.03,12.5,11.55,1.08,Pass,Pass,TECH454,Fail
2025-10-17,Shift 1,ELP2833,Electroless Copper,Valve Body,Tank B,62.3,5.49,57.6,11.99,11.7,,0.87,Pass,Fail,TECH817,Fail
2025-10-17,Shift 2,ELP6350,Electroless Copper,PCB Panel,Tank C,74.1,5.13,60.4,14.06,14.9,,0.43,Pitting,Fail,TECH774,Fail
2025-10-17,Shift 2,ELP4006,Electroless Copper,Valve Body,Tank A,74.1,4.77,53.2,13.39,19.0,,1.06,Blister,Pass,TECH464,Pass
2025-10-17,Shift 2,ELP1265,Electroless Copper,Valve Body,Tank C,66.1,4.53,43.7,18.67,14.5,,1.0,Pass,Pass,TECH562,Fail
2025-10-18,Shift 1,ELP5829,Electroless Copper,Valve Body,Tank B,71.3,5.48,36.3,20.9,11.5,,0.71,Pitting,Pass,TECH311,Fail
2025-10-18,Shift 1,ELP2474,Electroless Copper,Valve Body,Tank C,71.6,5.29,49.3,24.38,11.0,,1.16,Dull Finish,Pass,TECH910,Fail
2025-10-18,Shift 1,ELP8733,Electroless Nickel,Gear Housing,Tank A,89.4,5.04,45.0,12.81,14.7,9.52,0.86,Blister,Fail,TECH607,Fail
2025-10-18,Shift 2,ELP4780,Electroless Copper,Gear Housing,Tank A,62.0,4.89,76.0,20.21,15.8,,0.85,Blister,Fail,TECH444,Pass
2025-10-18,Shift 2,ELP6006,Electroless Copper,Connector Pins,Tank A,68.5,5.47,46.5,12.08,13.0,,0.38,Dull Finish,Pass,TECH762,Fail
2025-10-18,Shift 2,ELP5643,Electroless Copper,Gear Housing,Tank A,67.2,5.13,84.5,23.54,24.5,,0.51,Pass,Fail,TECH339,Pass
2025-10-19,Shift 1,ELP2761,Electroless Copper,Gear Housing,Tank C,72.4,4.73,57.3,16.84,14.4,,0.96,Dull Finish,Pass,TECH574,Fail
2025-10-19,Shift 1,ELP9571,Electroless Nickel,Connector Pins,Tank C,88.9,5.36,56.9,18.62,10.2,11.45,0.27,Dull Finish,Pass,TECH349,Fail
2025-10-19,Shift 1,ELP6782,Electroless Nickel,Connector Pins,Tank C,93.6,4.61,75.8,11.42,21.0,6.76,0.31,Pitting,Fail,TECH680,Fail
