Date,Shift,Mold ID,Part Name,Wear Level (%),Surface Roughness (Ra μm),Clearance (mm),Alignment Accuracy (mm),Leak Check,Corrosion,Crack Detected,Function Test,Lubrication Status,Pass/Fail
2025-10-05,Shift 1,MOLD174,Support Pillar,51.9,1.06,0.23,0.073,Pass,Severe,Yes,Pass,Needs Reapply,Fail
2025-10-05,Shift 1,MOLD197,Runner Channel,70.2,0.9,0.382,0.04,Pass,Minor,No,Fail,Good,Pass
2025-10-05,Shift 2,MOLD440,Support Pillar,69.4,0.26,0.181,0.135,Fail,Severe,Yes,Fail,Good,Pass
2025-10-05,Shift 2,MOLD971,Vent Groove,39.0,1.07,0.291,0.089,Fail,Severe,Yes,Fail,Needs Reapply,Fail
2025-10-05,Shift 2,MOLD941,Cooling Channel,29.7,0.71,0.492,0.184,Fail,Moderate,Yes,Pass,Dry,Fail
2025-10-06,Shift 1,MOLD522,Gate Insert,36.9,0.17,0.109,0.012,Pass,Severe,No,Fail,Dry,Pass
2025-10-06,Shift 1,MOLD962,Core Plate,11.2,0.86,0.082,0.182,Pass,Minor,Yes,Fail,Dry,Fail
2025-10-06,Shift 1,MOLD963,Cooling Channel,97.0,0.88,0.141,0.053,Fail,Severe,No,Pass,Dry,Fail
2025-10-06,Shift 2,MOLD765,Hot Runner Manifold,84.7,0.66,0.453,0.157,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-10-06,Shift 2,MOLD565,Ejector Pins,63.7,0.38,0.274,0.113,Pass,Severe,No,Fail,Needs Reapply,Pass
2025-10-06,Shift 2,MOLD806,Support Pillar,29.8,0.76,0.348,0.036,Pass,Moderate,Yes,Pass,Dry,Pass
2025-10-07,Shift 1,MOLD425,Clamp Plate,51.7,1.05,0.264,0.167,Pass,Moderate,No,Fail,Good,Fail
2025-10-07,Shift 1,MOLD665,Lifter,77.0,0.98,0.051,0.124,Pass,Minor,No,Fail,Dry,Pass
2025-10-07,Shift 1,MOLD752,Core Plate,30.4,0.56,0.41,0.087,Pass,Minor,Yes,Fail,Good,Pass
2025-10-07,Shift 2,MOLD311,Guide Bushing,15.2,1.12,0.197,0.154,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-10-07,Shift 2,MOLD255,Gate Insert,2.6,0.68,0.457,0.134,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-10-07,Shift 2,MOLD430,Guide Pin,77.9,0.25,0.117,0.178,Pass,None,No,Fail,Good,Fail
2025-10-08,Shift 1,MOLD412,Ejector Plate,38.5,0.63,0.337,0.039,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-10-08,Shift 1,MOLD257,Vent Groove,12.4,1.0,0.021,0.106,Pass,Minor,No,Pass,Needs Reapply,Pass
2025-10-08,Shift 1,MOLD244,Sprue Bushing,66.6,1.11,0.338,0.031,Fail,Severe,No,Fail,Good,Fail
2025-10-08,Shift 2,MOLD207,Cooling Channel,40.2,0.66,0.336,0.094,Fail,Moderate,No,Fail,Good,Pass
2025-10-08,Shift 2,MOLD255,Cooling Channel,68.9,0.16,0.483,0.114,Fail,Minor,Yes,Fail,Good,Pass
2025-10-08,Shift 2,MOLD530,Core Puller,63.4,0.43,0.192,0.057,Pass,None,No,Pass,Dry,Pass
2025-10-09,Shift 1,MOLD996,Sprue Bushing,14.4,0.16,0.263,0.065,Pass,Minor,No,Fail,Dry,Pass
2025-10-09,Shift 1,MOLD442,Clamp Plate,83.5,0.22,0.367,0.108,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-10-09,Shift 1,MOLD609,Slide Unit,80.9,0.81,0.257,0.053,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-10-09,Shift 2,MOLD610,Guide Bushing,38.2,0.92,0.118,0.119,Pass,None,Yes,Fail,Dry,Pass
2025-10-09,Shift 2,MOLD584,Ejector Plate,62.1,0.98,0.445,0.024,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-10-09,Shift 2,MOLD527,Guide Bushing,22.9,0.92,0.388,0.121,Pass,None,No,Fail,Needs Reapply,Pass
2025-10-10,Shift 1,MOLD321,Hot Runner Manifold,89.7,0.82,0.259,0.196,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-10-10,Shift 1,MOLD871,Ejector Pins,88.1,0.8,0.376,0.139,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-10-10,Shift 1,MOLD270,Hot Runner Manifold,63.4,0.45,0.373,0.111,Pass,Minor,Yes,Fail,Needs Reapply,Pass
2025-10-10,Shift 2,MOLD313,Guide Pin,89.7,0.3,0.236,0.055,Pass,Minor,Yes,Pass,Needs Reapply,Fail
2025-10-10,Shift 2,MOLD231,Guide Pin,7.8,0.22,0.293,0.108,Pass,Severe,Yes,Fail,Dry,Pass
2025-10-10,Shift 2,MOLD292,Gate Insert,43.7,0.45,0.262,0.189,Fail,Minor,Yes,Fail,Dry,Fail
2025-10-11,Shift 1,MOLD923,Sprue Bushing,36.8,1.0,0.195,0.018,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-10-11,Shift 1,MOLD840,Clamp Plate,55.1,1.02,0.164,0.176,Fail,Severe,No,Pass,Good,Fail
2025-10-11,Shift 1,MOLD236,Cooling Channel,46.9,0.86,0.277,0.092,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-10-11,Shift 2,MOLD880,Lifter,53.9,0.94,0.114,0.14,Pass,Severe,Yes,Fail,Good,Pass
2025-10-11,Shift 2,MOLD742,Core Plate,43.5,0.28,0.339,0.188,Pass,Moderate,Yes,Fail,Good,Fail
2025-10-11,Shift 2,MOLD666,Ejector Plate,9.7,0.13,0.23,0.031,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-10-12,Shift 1,MOLD816,Clamp Plate,12.0,0.65,0.199,0.089,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-10-12,Shift 1,MOLD587,Ejector Pins,72.8,0.62,0.123,0.031,Pass,Moderate,Yes,Fail,Good,Pass
2025-10-12,Shift 1,MOLD968,Core Plate,18.8,0.97,0.15,0.175,Pass,None,Yes,Fail,Good,Fail
2025-10-12,Shift 2,MOLD235,Sprue Bushing,23.4,0.42,0.064,0.037,Pass,Severe,Yes,Pass,Dry,Pass
2025-10-12,Shift 2,MOLD780,Hot Runner Manifold,70.3,0.92,0.086,0.128,Fail,None,No,Fail,Good,Pass
2025-10-12,Shift 2,MOLD186,Ejector Pins,43.3,0.53,0.439,0.019,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-10-13,Shift 1,MOLD403,Sprue Bushing,27.8,0.67,0.044,0.038,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-10-13,Shift 1,MOLD835,Support Pillar,87.7,0.31,0.273,0.093,Pass,Severe,Yes,Pass,Dry,Fail
2025-10-13,Shift 1,MOLD382,Runner Channel,86.5,0.54,0.432,0.128,Fail,Severe,Yes,Pass,Dry,Fail
2025-10-13,Shift 2,MOLD963,Cooling Channel,97.0,0.88,0.141,0.053,Fail,Severe,No,Pass,Dry,Fail
2025-10-13,Shift 2,MOLD553,Hot Runner Manifold,32.9,0.9,0.219,0.034,Pass,Moderate,No,Pass,Dry,Pass
2025-10-13,Shift 2,MOLD200,Hot Runner Manifold,76.7,0.3,0.205,0.094,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-10-14,Shift 1,MOLD620,Hot Runner Manifold,70.1,0.52,0.128,0.066,Pass,None,No,Fail,Good,Pass
2025-10-14,Shift 1,MOLD700,Core Puller,98.4,0.86,0.087,0.076,Pass,Moderate,No,Pass,Good,Fail
2025-10-14,Shift 1,MOLD178,Support Pillar,4.8,1.1,0.076,0.183,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-10-14,Shift 2,MOLD632,Guide Bushing,45.1,0.35,0.47,0.185,Fail,Moderate,No,Pass,Needs Reapply,Fail
2025-10-14,Shift 2,MOLD917,Guide Pin,32.2,0.56,0.414,0.042,Fail,Moderate,Yes,Fail,Dry,Pass
2025-10-14,Shift 2,MOLD195,Slide Unit,31.5,0.96,0.111,0.077,Fail,Severe,No,Pass,Dry,Pass
2025-10-15,Shift 1,MOLD129,Vent Groove,10.6,0.1,0.286,0.146,Fail,None,No,Fail,Good,Pass
2025-10-15,Shift 1,MOLD766,Gate Insert,38.6,0.44,0.216,0.088,Fail,Moderate,Yes,Fail,Dry,Pass
2025-10-15,Shift 1,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-10-15,Shift 2,MOLD511,Lifter,24.3,0.63,0.226,0.082,Fail,None,Yes,Fail,Needs Reapply,Pass
2025-10-15,Shift 2,MOLD333,Hot Runner Manifold,18.3,0.79,0.026,0.115,Pass,Moderate,Yes,Pass,Needs Reapply,Pass
2025-10-15,Shift 2,MOLD124,Support Pillar,11.1,0.74,0.056,0.147,Pass,None,Yes,Pass,Good,Pass
2025-10-16,Shift 1,MOLD106,Sprue Bushing,29.6,0.38,0.234,0.017,Fail,None,Yes,Fail,Dry,Pass
2025-10-16,Shift 1,MOLD362,Ejector Plate,12.3,0.17,0.437,0.162,Fail,Minor,Yes,Fail,Dry,Fail
2025-10-16,Shift 1,MOLD189,Support Pillar,30.6,0.99,0.455,0.043,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-10-16,Shift 2,MOLD503,Sprue Bushing,11.1,1.13,0.228,0.178,Fail,Minor,No,Fail,Good,Fail
2025-10-16,Shift 2,MOLD416,Lifter,100.0,1.07,0.43,0.078,Fail,Minor,Yes,Pass,Dry,Fail
2025-10-16,Shift 2,MOLD416,Lifter,100.0,1.07,0.43,0.078,Fail,Minor,Yes,Pass,Dry,Fail
2025-10-17,Shift 1,MOLD780,Hot Runner Manifold,70.3,0.92,0.086,0.128,Fail,None,No,Fail,Good,Pass
2025-10-17,Shift 1,MOLD231,Guide Pin,7.8,0.22,0.293,0.108,Pass,Severe,Yes,Fail,Dry,Pass
2025-10-17,Shift 1,MOLD255,Gate Insert,2.6,0.68,0.457,0.134,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-10-17,Shift 2,MOLD696,Clamp Plate,87.3,1.02,0.199,0.081,Pass,Minor,No,Pass,Needs Reapply,Fail
2025-10-17,Shift 2,MOLD871,Clamp Plate,60.6,0.86,0.388,0.095,Fail,Moderate,No,Pass,Dry,Pass
2025-10-17,Shift 2,MOLD996,Sprue Bushing,14.4,0.16,0.263,0.065,Pass,Minor,No,Fail,Dry,Pass
2025-10-18,Shift 1,MOLD101,Clamp Plate,19.3,0.35,0.483,0.053,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-10-18,Shift 1,MOLD878,Ejector Plate,62.7,0.92,0.16,0.168,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-10-18,Shift 1,MOLD242,Vent Groove,53.6,0.93,0.254,0.115,Pass,Minor,No,Fail,Good,Pass
2025-10-18,Shift 2,MOLD339,Hot Runner Manifold,43.0,1.11,0.234,0.157,Pass,None,No,Fail,Good,Fail
2025-10-18,Shift 2,MOLD122,Runner Channel,4.5,0.7,0.161,0.044,Pass,Minor,No,Fail,Good,Pass
2025-10-18,Shift 2,MOLD604,Clamp Plate,55.7,0.8,0.279,0.054,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-10-19,Shift 1,MOLD586,Core Plate,86.8,0.25,0.224,0.178,Fail,None,No,Pass,Good,Fail
2025-10-19,Shift 1,MOLD665,Lifter,77.0,0.98,0.051,0.124,Pass,Minor,No,Fail,Dry,Pass
2025-10-19,Shift 1,MOLD511,Lifter,24.3,0.63,0.226,0.082,Fail,None,Yes,Fail,Needs Reapply,Pass
2025-10-19,Shift 2,MOLD781,Lifter,18.9,0.69,0.046,0.197,Fail,Moderate,Yes,Pass,Good,Fail
2025-10-19,Shift 2,MOLD669,Clamp Plate,9.7,0.1,0.055,0.115,Pass,Minor,No,Fail,Good,Pass
2025-10-19,Shift 2,MOLD211,Ejector Plate,71.2,0.61,0.096,0.141,Fail,None,Yes,Pass,Dry,Pass
2025-10-20,Shift 1,MOLD316,Gate Insert,5.9,0.21,0.372,0.143,Fail,Moderate,Yes,Pass,Good,Pass
2025-10-20,Shift 1,MOLD404,Support Pillar,64.2,0.14,0.264,0.068,Pass,Severe,No,Pass,Dry,Pass
2025-10-20,Shift 1,MOLD430,Guide Pin,77.9,0.25,0.117,0.178,Pass,None,No,Fail,Good,Fail
2025-10-20,Shift 2,MOLD268,Guide Bushing,31.5,0.88,0.089,0.173,Pass,None,No,Fail,Good,Fail
2025-10-20,Shift 2,MOLD921,Ejector Pins,31.4,0.42,0.053,0.069,Fail,None,No,Fail,Dry,Pass
2025-10-20,Shift 2,MOLD706,Vent Groove,80.7,1.0,0.054,0.102,Fail,None,Yes,Fail,Needs Reapply,Fail
2025-10-21,Shift 1,MOLD973,Sprue Bushing,74.3,0.57,0.185,0.058,Fail,None,No,Fail,Good,Pass
2025-10-21,Shift 1,MOLD625,Lifter,38.0,0.86,0.278,0.139,Pass,None,Yes,Pass,Good,Pass
2025-10-21,Shift 1,MOLD198,Core Plate,70.9,0.49,0.478,0.099,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-10-21,Shift 2,MOLD179,Core Plate,86.3,0.33,0.418,0.064,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-10-21,Shift 2,MOLD730,Core Puller,55.1,0.64,0.122,0.054,Pass,None,No,Pass,Needs Reapply,Pass
2025-10-21,Shift 2,MOLD995,Core Puller,20.8,0.86,0.181,0.13,Pass,Minor,No,Fail,Dry,Pass
2025-10-22,Shift 1,MOLD600,Ejector Pins,31.3,0.53,0.221,0.118,Fail,Minor,Yes,Fail,Dry,Pass
2025-10-22,Shift 1,MOLD772,Hot Runner Manifold,72.5,0.29,0.353,0.08,Fail,Minor,No,Pass,Good,Pass
2025-10-22,Shift 1,MOLD921,Ejector Pins,31.4,0.42,0.053,0.069,Fail,None,No,Fail,Dry,Pass
2025-10-22,Shift 2,MOLD882,Vent Groove,20.6,0.31,0.421,0.192,Pass,None,No,Pass,Needs Reapply,Fail
2025-10-22,Shift 2,MOLD996,Core Plate,31.3,1.06,0.411,0.176,Fail,None,Yes,Pass,Good,Fail
2025-10-22,Shift 2,MOLD964,Support Pillar,25.1,0.22,0.357,0.147,Fail,None,Yes,Pass,Dry,Pass
2025-10-23,Shift 1,MOLD770,Guide Bushing,97.4,0.28,0.156,0.199,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-10-23,Shift 1,MOLD348,Core Puller,23.5,0.51,0.15,0.036,Fail,Minor,Yes,Fail,Dry,Pass
2025-10-23,Shift 1,MOLD137,Hot Runner Manifold,67.8,0.22,0.085,0.014,Fail,Moderate,No,Fail,Needs Reapply,Pass
2025-10-23,Shift 2,MOLD203,Cooling Channel,14.3,0.53,0.118,0.105,Pass,None,No,Pass,Dry,Pass
2025-10-23,Shift 2,MOLD985,Ejector Pins,37.8,0.65,0.204,0.18,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-10-23,Shift 2,MOLD553,Hot Runner Manifold,32.9,0.9,0.219,0.034,Pass,Moderate,No,Pass,Dry,Pass
2025-10-24,Shift 1,MOLD308,Core Plate,58.5,0.75,0.278,0.096,Pass,Severe,Yes,Fail,Dry,Pass
2025-10-24,Shift 1,MOLD953,Ejector Pins,52.5,0.72,0.013,0.112,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-10-24,Shift 1,MOLD943,Cooling Channel,38.2,0.56,0.016,0.065,Pass,Severe,Yes,Pass,Good,Pass
2025-10-24,Shift 2,MOLD474,Slide Unit,13.9,0.1,0.331,0.14,Pass,Severe,No,Fail,Needs Reapply,Pass
2025-10-24,Shift 2,MOLD155,Ejector Plate,66.8,0.89,0.12,0.128,Pass,None,Yes,Pass,Dry,Pass
2025-10-24,Shift 2,MOLD674,Guide Pin,61.2,0.24,0.459,0.03,Fail,None,No,Pass,Dry,Pass
2025-10-25,Shift 1,MOLD335,Slide Unit,2.7,1.05,0.086,0.016,Fail,None,No,Pass,Good,Fail
2025-10-25,Shift 1,MOLD878,Ejector Plate,62.7,0.92,0.16,0.168,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-10-25,Shift 1,MOLD142,Clamp Plate,25.8,0.16,0.5,0.077,Fail,None,No,Pass,Needs Reapply,Pass
2025-10-25,Shift 2,MOLD617,Core Puller,42.9,0.2,0.17,0.125,Fail,Moderate,Yes,Pass,Dry,Pass
2025-10-25,Shift 2,MOLD447,Guide Bushing,98.0,0.9,0.415,0.061,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-10-25,Shift 2,MOLD646,Sprue Bushing,25.6,0.54,0.166,0.139,Fail,Moderate,Yes,Pass,Dry,Pass
2025-10-26,Shift 1,MOLD406,Vent Groove,2.0,0.56,0.058,0.015,Pass,Moderate,No,Pass,Dry,Pass
2025-10-26,Shift 1,MOLD749,Cavity Plate,55.9,0.18,0.463,0.198,Fail,Moderate,Yes,Fail,Good,Fail
2025-10-26,Shift 1,MOLD871,Clamp Plate,60.6,0.86,0.388,0.095,Fail,Moderate,No,Pass,Dry,Pass
2025-10-26,Shift 2,MOLD742,Sprue Bushing,50.2,0.79,0.034,0.089,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-10-26,Shift 2,MOLD752,Sprue Bushing,15.9,1.18,0.221,0.181,Fail,Moderate,Yes,Pass,Good,Fail
2025-10-26,Shift 2,MOLD317,Core Plate,83.0,0.58,0.055,0.165,Fail,Severe,Yes,Fail,Dry,Fail
2025-10-27,Shift 1,MOLD152,Cooling Channel,50.6,0.38,0.368,0.08,Fail,Minor,Yes,Pass,Good,Pass
2025-10-27,Shift 1,MOLD312,Ejector Plate,6.1,1.18,0.193,0.028,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-10-27,Shift 1,MOLD383,Vent Groove,95.0,1.11,0.211,0.101,Fail,Moderate,Yes,Fail,Dry,Fail
2025-10-27,Shift 2,MOLD679,Lifter,86.3,1.12,0.273,0.125,Fail,None,No,Fail,Good,Fail
2025-10-27,Shift 2,MOLD541,Hot Runner Manifold,35.7,0.5,0.153,0.108,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-10-27,Shift 2,MOLD865,Ejector Pins,50.4,0.56,0.346,0.13,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-10-28,Shift 1,MOLD296,Runner Channel,93.4,0.75,0.295,0.167,Pass,Severe,Yes,Fail,Dry,Fail
2025-10-28,Shift 1,MOLD422,Cavity Plate,46.4,0.47,0.205,0.026,Fail,Moderate,No,Pass,Good,Pass
2025-10-28,Shift 1,MOLD466,Runner Channel,68.7,1.06,0.092,0.114,Fail,None,Yes,Pass,Needs Reapply,Fail
2025-10-28,Shift 2,MOLD782,Runner Channel,4.2,0.17,0.447,0.132,Pass,Moderate,No,Pass,Good,Pass
2025-10-28,Shift 2,MOLD585,Core Plate,50.7,0.9,0.142,0.017,Pass,Moderate,Yes,Pass,Good,Pass
2025-10-28,Shift 2,MOLD787,Lifter,9.8,0.17,0.016,0.128,Pass,None,No,Fail,Needs Reapply,Pass
2025-10-29,Shift 1,MOLD379,Core Plate,64.9,0.82,0.102,0.05,Pass,Minor,Yes,Fail,Dry,Pass
2025-10-29,Shift 1,MOLD152,Cooling Channel,50.6,0.38,0.368,0.08,Fail,Minor,Yes,Pass,Good,Pass
2025-10-29,Shift 1,MOLD749,Ejector Plate,66.5,0.65,0.291,0.064,Pass,Minor,No,Fail,Dry,Pass
2025-10-29,Shift 2,MOLD749,Ejector Plate,66.5,0.65,0.291,0.064,Pass,Minor,No,Fail,Dry,Pass
2025-10-29,Shift 2,MOLD669,Clamp Plate,9.7,0.1,0.055,0.115,Pass,Minor,No,Fail,Good,Pass
2025-10-29,Shift 2,MOLD678,Cavity Plate,23.5,0.74,0.179,0.064,Pass,Severe,Yes,Pass,Dry,Pass
2025-10-30,Shift 1,MOLD653,Guide Pin,23.9,0.67,0.097,0.089,Pass,None,No,Pass,Good,Pass
2025-10-30,Shift 1,MOLD998,Hot Runner Manifold,30.2,0.86,0.215,0.025,Pass,Moderate,No,Fail,Dry,Pass
2025-10-30,Shift 1,MOLD968,Core Plate,18.8,0.97,0.15,0.175,Pass,None,Yes,Fail,Good,Fail
2025-10-30,Shift 2,MOLD321,Hot Runner Manifold,89.7,0.82,0.259,0.196,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-10-30,Shift 2,MOLD311,Guide Bushing,15.2,1.12,0.197,0.154,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-10-30,Shift 2,MOLD752,Clamp Plate,21.1,0.1,0.161,0.041,Pass,Moderate,Yes,Fail,Needs Reapply,Pass
2025-10-31,Shift 1,MOLD729,Slide Unit,5.3,0.37,0.239,0.101,Pass,Severe,Yes,Fail,Good,Pass
2025-10-31,Shift 1,MOLD410,Ejector Pins,37.7,1.01,0.163,0.023,Pass,Severe,No,Fail,Dry,Fail
2025-10-31,Shift 1,MOLD746,Ejector Pins,15.8,0.8,0.373,0.051,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-10-31,Shift 2,MOLD955,Lifter,15.6,0.63,0.187,0.068,Pass,None,Yes,Pass,Good,Pass
2025-10-31,Shift 2,MOLD896,Guide Bushing,45.1,0.41,0.363,0.082,Fail,None,Yes,Fail,Good,Pass
2025-10-31,Shift 2,MOLD489,Core Puller,35.1,0.9,0.31,0.173,Pass,Moderate,Yes,Fail,Dry,Fail
2025-11-01,Shift 1,MOLD940,Hot Runner Manifold,56.4,0.85,0.052,0.02,Pass,Moderate,No,Pass,Dry,Pass
2025-11-01,Shift 1,MOLD272,Ejector Plate,75.9,0.69,0.046,0.014,Fail,Minor,Yes,Pass,Dry,Pass
2025-11-01,Shift 1,MOLD806,Support Pillar,29.8,0.76,0.348,0.036,Pass,Moderate,Yes,Pass,Dry,Pass
2025-11-01,Shift 2,MOLD317,Hot Runner Manifold,58.6,0.72,0.185,0.181,Pass,Moderate,No,Pass,Dry,Fail
2025-11-01,Shift 2,MOLD212,Vent Groove,20.6,1.09,0.158,0.07,Fail,None,Yes,Fail,Good,Fail
2025-11-01,Shift 2,MOLD742,Sprue Bushing,50.2,0.79,0.034,0.089,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-11-02,Shift 1,MOLD444,Gate Insert,66.2,0.84,0.017,0.127,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-11-02,Shift 1,MOLD424,Vent Groove,44.6,0.29,0.432,0.018,Fail,Moderate,No,Pass,Needs Reapply,Pass
2025-11-02,Shift 1,MOLD616,Runner Channel,36.4,0.31,0.368,0.092,Pass,Minor,No,Pass,Dry,Pass
2025-11-02,Shift 2,MOLD235,Sprue Bushing,23.4,0.42,0.064,0.037,Pass,Severe,Yes,Pass,Dry,Pass
2025-11-02,Shift 2,MOLD201,Cavity Plate,92.4,1.07,0.455,0.185,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-11-02,Shift 2,MOLD585,Core Plate,50.7,0.9,0.142,0.017,Pass,Moderate,Yes,Pass,Good,Pass
2025-11-03,Shift 1,MOLD152,Cooling Channel,50.6,0.38,0.368,0.08,Fail,Minor,Yes,Pass,Good,Pass
2025-11-03,Shift 1,MOLD840,Clamp Plate,55.1,1.02,0.164,0.176,Fail,Severe,No,Pass,Good,Fail
2025-11-03,Shift 1,MOLD189,Support Pillar,30.6,0.99,0.455,0.043,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-11-03,Shift 2,MOLD586,Core Plate,86.8,0.25,0.224,0.178,Fail,None,No,Pass,Good,Fail
2025-11-03,Shift 2,MOLD154,Hot Runner Manifold,21.6,0.75,0.089,0.144,Pass,Minor,No,Fail,Good,Pass
2025-11-03,Shift 2,MOLD742,Core Plate,43.5,0.28,0.339,0.188,Pass,Moderate,Yes,Fail,Good,Fail
2025-11-04,Shift 1,MOLD729,Slide Unit,5.3,0.37,0.239,0.101,Pass,Severe,Yes,Fail,Good,Pass
2025-11-04,Shift 1,MOLD860,Ejector Pins,76.1,0.71,0.036,0.188,Fail,Severe,Yes,Fail,Good,Fail
2025-11-04,Shift 1,MOLD241,Ejector Plate,14.8,0.9,0.267,0.157,Fail,Moderate,No,Pass,Dry,Fail
2025-11-04,Shift 2,MOLD727,Ejector Pins,3.7,0.15,0.14,0.133,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-11-04,Shift 2,MOLD526,Runner Channel,63.6,1.13,0.216,0.042,Fail,None,Yes,Fail,Good,Fail
2025-11-04,Shift 2,MOLD187,Core Puller,99.4,0.97,0.039,0.167,Pass,Severe,Yes,Fail,Good,Fail
2025-11-05,Shift 1,MOLD271,Sprue Bushing,33.9,0.55,0.477,0.17,Fail,Severe,Yes,Pass,Dry,Fail
2025-11-05,Shift 1,MOLD819,Guide Bushing,45.1,1.06,0.316,0.078,Fail,Minor,Yes,Fail,Good,Fail
2025-11-05,Shift 1,MOLD995,Core Puller,20.8,0.86,0.181,0.13,Pass,Minor,No,Fail,Dry,Pass
2025-11-05,Shift 2,MOLD173,Vent Groove,25.5,0.22,0.026,0.054,Pass,Severe,Yes,Pass,Needs Reapply,Pass
2025-11-05,Shift 2,MOLD389,Cooling Channel,14.0,0.98,0.401,0.089,Fail,Minor,Yes,Fail,Good,Pass
2025-11-05,Shift 2,MOLD242,Vent Groove,53.6,0.93,0.254,0.115,Pass,Minor,No,Fail,Good,Pass
2025-11-06,Shift 1,MOLD742,Core Plate,43.5,0.28,0.339,0.188,Pass,Moderate,Yes,Fail,Good,Fail
2025-11-06,Shift 1,MOLD686,Sprue Bushing,32.6,0.68,0.465,0.047,Pass,None,Yes,Pass,Good,Pass
2025-11-06,Shift 1,MOLD780,Hot Runner Manifold,70.3,0.92,0.086,0.128,Fail,None,No,Fail,Good,Pass
2025-11-06,Shift 2,MOLD821,Vent Groove,33.5,1.14,0.262,0.19,Fail,Severe,Yes,Pass,Good,Fail
2025-11-06,Shift 2,MOLD307,Lifter,45.9,0.88,0.425,0.065,Fail,Minor,No,Fail,Good,Pass
2025-11-06,Shift 2,MOLD539,Core Plate,13.8,0.44,0.207,0.057,Fail,None,No,Fail,Good,Pass
2025-11-07,Shift 1,MOLD285,Guide Pin,55.5,0.54,0.248,0.025,Fail,None,No,Pass,Dry,Pass
2025-11-07,Shift 1,MOLD195,Slide Unit,31.5,0.96,0.111,0.077,Fail,Severe,No,Pass,Dry,Pass
2025-11-07,Shift 1,MOLD198,Core Plate,70.9,0.49,0.478,0.099,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-11-07,Shift 2,MOLD547,Lifter,26.1,1.0,0.016,0.123,Pass,Minor,Yes,Fail,Dry,Pass
2025-11-07,Shift 2,MOLD184,Cooling Channel,61.1,0.15,0.024,0.177,Fail,Severe,Yes,Pass,Dry,Fail
2025-11-07,Shift 2,MOLD830,Core Puller,29.3,0.23,0.178,0.185,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-11-08,Shift 1,MOLD803,Runner Channel,89.3,1.15,0.152,0.175,Fail,Minor,Yes,Pass,Dry,Fail
2025-11-08,Shift 1,MOLD280,Support Pillar,31.9,0.27,0.272,0.098,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-11-08,Shift 1,MOLD403,Sprue Bushing,27.8,0.67,0.044,0.038,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-11-08,Shift 2,MOLD435,Vent Groove,52.1,0.94,0.36,0.12,Fail,Severe,Yes,Fail,Good,Pass
2025-11-08,Shift 2,MOLD961,Cavity Plate,19.1,0.74,0.013,0.136,Pass,Minor,No,Fail,Needs Reapply,Pass
2025-11-08,Shift 2,MOLD749,Cavity Plate,55.9,0.18,0.463,0.198,Fail,Moderate,Yes,Fail,Good,Fail
